id,text,label,annotator,ground_truth,prediction
1157,He moaned the way he got so excited.,1,3,positive,negative
1158,"When he turned me around, he kissed me so hard that we started to come together.",1,3,positive,positive
1159,"My body was shaking, more than his, my legs were wobbly.",1,3,positive,negative
1160,We shower together and when we start to dry off he throws me on the bed and his mouth makes me moan.,1,3,positive,negative
1161,"My head and heart had been so racing, I was always waiting for him so I could come.",1,3,positive,neutral
1162,This time he made me come in such a way that my whole body shook.,1,3,positive,negative
1163,After 6 hours of pleasure we left the motel.,1,3,positive,neutral
1164,But I was still ecstatic.,1,3,positive,positive
1165,"I met a friend of my sister's these days, he's 17 years old and from what I've noticed, he's pretty cool.",0,3,neutral,positive
1166,Today will be the day that he will be completely and madly in love with you if everything has gone well.,1,3,positive,positive
1167,"Of all the love in the world for him, without falling into temptation.",1,3,positive,positive
1168,"Today I'm very upset, I think I'm being cheated on my husband is treating me differently with a lot of coldness.",-1,3,negative,negative
1169,"He has already betrayed me once and I forgave him, he is acting the same as before, treating me with the utmost coldness.",-1,3,negative,negative
1170,I spoke to my ex.,0,3,neutral,neutral
1171,"We only know things by living, many judge.",0,2,neutral,neutral
1172,"Only those who really know, I'm the one living, feeling.",0,3,neutral,neutral
1173,"He said he doesn't want me to be separated, he doesn't want to see me alone.",0,3,neutral,positive
1174,"He said that he really likes me, and asked me to be patient.",1,3,positive,positive
1175,"It's only for me to separate, when he separates.",0,3,neutral,neutral
1176,"All I want most is to work out with my husband, to live an intense love with him.",1,3,positive,positive
1177,"Pronouncing that I admire you, that I like you is too little.",1,2,positive,negative
1178,"For this friendship of ours deserves more than words, it deserved to be told to the world, so that everyone could feel, and maybe even understand, the meaning of our friendship.",1,2,positive,positive
1179,"But lately I can't stand it, it's like I need something more, you know, or rather, I need, I need you.",0,2,neutral,negative
1180,"What I'm feeling for you is something that even I can't explain, I tried to get involved with many, I tried to forget you in many ways, but I can't, it's stronger than me.",1,2,positive,positive
1181,"I didn't even get a kiss from you, but I can say that it wasn't necessary for me to fall madly in love with you.",0,3,neutral,positive
1182,"I wanted to forget the light in your eyes, so I wouldn't miss them, I wanted to forget the tone of your voice, your way of speaking, I wanted to forget that beautiful smile that only you have.",0,2,neutral,negative
1183,"I wanted so much, but I can't, because what I feel for you is so strong, impossible to forget.",1,3,positive,negative
1184,"But one thing is certain, I love you very much and even though I want to forget you, I love you more and more, today more than yesterday, tomorrow more than ever.",1,3,positive,positive
1185,"Being without you is having the notion of time and not knowing how to fill it, is losing peace and knowing the absence of someone present.",-1,3,negative,negative
1186,"Waiting is painful, forgetting is painful, but not knowing what to do is the worst kind of suffering.",-1,3,negative,negative
1187,"I've waited so long to get to this point, I don't know what else to do, I'm afraid of losing your friendship, or rather, I believe I lost it, because you don't even want to accept me anymore.",-1,3,negative,negative
1188,But the fear of you distancing yourself from me is bigger than anything.,-1,2,negative,negative
1189,Pay attention to the music I listen to and the things I post.,0,2,neutral,neutral
1190,"In the way I treat you, in how I care about you.",0,2,neutral,positive
1191,"I really needed to tell you this, I couldn't take it anymore.",0,2,neutral,negative
1192,"When night comes, time to sleep, I lay my head on the pillow and my thoughts transport me to a wonderful world.",1,3,positive,positive
1193,"I think I'm in his arms, huddled and shy, passionate and fulfilled.",1,3,positive,positive
1194,I feel the strength and warmth of the man of my life.,1,3,positive,positive
1195,I dream about you all night and I feel anxious and insecure for not knowing if one day I will turn this dream into reality.,-1,2,negative,negative
1196,Don't be taken aback by this confession.,0,2,neutral,neutral
1197,It really is a bold declaration of love.,1,2,positive,positive
1198,I don't want it to disturb you and take away your peace.,-1,2,negative,negative
1199,"On the contrary, I would like to always be by your side to love you and give you a lot of affection.",1,3,positive,positive
1200,I want all the peace of mind for you.,1,3,positive,positive
1201,"Think about it, know that I love you so much, I really want your company.",1,3,positive,positive
1202,I want to give you all my love.,1,3,positive,positive
1203,Cover you with kisses and satisfy all your desires.,1,3,positive,positive
1204,"That's all I had the courage to dream of, hoping to one day see this claim come true.",1,2,positive,positive
1205,"Now you must know why I can't stand your girlfriends, because they were always with the boy I really love and the one I want to be with and always wanted.",-1,2,negative,negative
1206,"It may be that what I said doesn't matter at all, because you started a new relationship a short time ago, but I needed to express myself anyway.",-1,3,negative,neutral
1207,"And I hope you understand me, because I didn't ask to fall in love, because the heart is in charge of us.",1,2,positive,negative
1208,"Honestly, love is not chosen, it just happens.",1,3,positive,positive
1209,"Things happen at the worst times, it's part of that long journey called life.",-1,2,negative,neutral
1210,"I woke up as usual at 6:20 am to go to school, got ready, and went.",0,3,neutral,neutral
1211,"Arriving there I spoke with my friends and went to the hall where I wait for my boyfriend every day until 7:20, he then arrived, put his materials away and came to talk to me.",0,2,neutral,neutral
1212,"He walked over to me, gave me that really tight hug and said I love you.",1,3,positive,positive
1213,"He asked if I was better (I've just been crying lately), I told him I was normal, but I can't fool him, he knew I wasn't well.",-1,3,negative,negative
1214,"When I entered my room, my eyes filled with tears, I had to contain myself, because the girls who claim to be my friends would only want to know why I was crying and would criticize me.",-1,3,negative,negative
1215,"So I spent 3 classes holding myself back so I wouldn't cry and trying to study, because I was going to take 3 tests after the break.",-1,3,negative,negative
1216,"So after those 3 hours, the break came, I met my boyfriend again, we went downstairs together and went to the patio to sit with usual in the same place we sit every day.",0,3,neutral,neutral
1217,I was dying to cry so I held back the tears and told him I couldn't look at him that if I looked at him my eye would start to water.,-1,3,negative,negative
1219,"It was complicated, because I couldn't concentrate on anything else, what I wanted most was to finish these exams and go home crying everything I held back.",-1,3,negative,negative
1220,"Finishing the test, I went downstairs and found him in the courtyard, he took the book from my hand and we went to the stop, when we got there we sat down and started talking, conversation went on, conversation came.",0,3,neutral,neutral
1221,"I confess that I was very upset about this, because I never stopped thinking about him in these 10 months of dating, I always gave him things on commemorative dates, when I got home, I cried a lot.",-1,3,negative,negative
1222,My boyfriend and I then had a falling out over the phone and I started to cry.,-1,3,negative,negative
1223,"I love him so much and I never want to lose him, because he is the reason for my smiles, my happiness!",1,3,positive,positive
1224,"We always say that we are not going to fall in love with the wrong people, but without realizing it, we are already enchanted by the person without even knowing them well.",1,2,positive,negative
1225,"Giving ourselves too much, believing and we always suffer from it.",-1,3,negative,negative
1227,"We surrender our heart, pride and all our love.",1,2,positive,negative
1228,"And how many times have we cried for the person who doesn't deserve a drop of our tears, we run after them and we don't see the truth, and many times we don't want to see them, because the truth hurts and hurts a lot.",-1,3,negative,negative
1229,"And when we find that special person who makes you smile, forgets your past and makes you think about the present, we don't stop thinking about them, we become obsessed with them, we learn to like that like and to do what they do just to say that we have a lot in common,",1,3,positive,positive
1230,"And when you wake up, you already wake up with her in your head, thinking that I miss you, and dreaming big, putting the person in our life.",1,3,positive,positive
1231,Many times that person hurt our feelings without even knowing what we feel.,-1,3,negative,negative
1232,"The worst thing is when we get attached to that person and they leave, not knowing that the one they stayed with is still in love, that they can't imagine their life without them, and we say life goes on, but a part of us they take with people passing.",-1,3,negative,negative
1233,"Our heart is always the victim, it's always in pieces.",-1,3,negative,negative
1234,It fires when the person gets close and hits harder because it already thinks it's your other half.,1,3,positive,negative
1235,"And when that person comes close to us, the hand shakes, the heart races, our world becomes different, because the person is too special.",1,3,positive,positive
1236,People would like to vent with you my story with my family.,0,2,neutral,negative
1237,"My mother was a single mother, I had no father.",-1,2,negative,neutral
1238,She had 5 children and none had a father.,-1,2,negative,negative
1239,"She was always considered by her relatives as nothing, she had no money, she was sick and very unhappy.",-1,3,negative,negative
1240,"When I was three years old, I went to live at an aunt's house, as my mother was unable to raise me.",-1,2,negative,negative
1241,"This aunt, despite giving me everything, was a demon, she screamed at me, let other relatives mistreat and beat me, sometimes she beat me, she grounded me in places where I was scared to death, in short, she was and is a fake witch , disgusting and bad.",-1,3,negative,negative
1242,"When I returned home from my mother at the age of 13, my older sister was in a life of drugs and wrong things, she always beat me, used my clothes and left them dirty, lent them to her drug addict friends, teased me in a way that I felt like disappearing from that hell.",-1,3,negative,negative
1243,"When I thought I would have peace, my older brothers were very aggressive, they hit me for anything, they didn't hit me, they beat me, once my brother kicked me in the belly, I had my period for almost ten days.",-1,3,negative,negative
1244,"I remember that I ate a lot at school, so as not to have to eat at home, and I took a shower in secret, it was very sad.",-1,3,negative,negative
1245,"Until I was 15 years old, I practically ran away from home and until today, at 20 years old, I haven't come back.",-1,2,negative,negative
1246,"I got help from someone to rent a house, buy furniture, go to college and have a life more or less.",0,2,neutral,positive
1247,"However, nowadays that I have a better financial condition than my family, they want to take what little I have.",1,2,positive,negative
1248,"My mother only calls to ask for things for me, she is not able to come visit me, to be present in my life, when she comes to my house, she just complains about life so that I can be moved and give her money.",-1,3,negative,negative
1249,"My younger sister sucks, I was helping her pay for college and she was never able to treat me with love and respect, on the contrary, in front of my aunt who raised me, she didn't even greet me.",-1,3,negative,negative
1250,"I'm so angry to think that ever since I left their house, I've been helping them, especially my mother and I've never received love in return, sometimes I couldn't stand the loneliness.",-1,3,negative,negative
1251,"They don't like me, they don't believe in my potential to become a psychologist, they don't care about me, for them I'm the same thing as a mouse.",-1,3,negative,negative
1252,"God will put a good person in my life, who will give all the love I need and when I start my family I will have the support I never had.",1,2,positive,positive
1254,"I respect animals a lot, I learned that we shouldn't mistreat animals at all.",0,2,neutral,positive
1255,Then she hugged me and said that we all have our time in life and that no one can know yours.,0,3,neutral,positive
1256,"But miracles exist, I asked her.",1,2,positive,positive
1257,"Miracles exist because they didn't rebuild Hiroshima from tears, blood, loneliness, now it's a busy port, she told me.",1,3,positive,positive
1258,When I told mom she was scared of what I was going to think and wanted to know who told me and I said it was dad.,-1,2,negative,negative
1259,I told him I had nothing to forgive.,0,2,neutral,neutral
1260,Mom was proud of me and said that I am an angel.,1,3,positive,positive
1261,They decided to act as naturally as possible.,0,3,neutral,neutral
1262,But it is inevitable to see the sadness in their eyes.,-1,3,negative,negative
1263,"I heard dad and mom talking yesterday in the bedroom, they said that all medical resources would be at my disposal at any price.",1,2,positive,positive
1264,I love them so much because they are taking such good care of me.,1,3,positive,positive
1265,"In the meantime, I live my sweet life.",1,2,positive,positive
1266,"And I got tired of worrying about others, always wanting the best for the people around me, and being called boring.",-1,2,negative,negative
1267,"Being nice even to those who should be annoying, trying to treat everyone well.",0,2,neutral,positive
1269,"Two brothers who lived on neighboring farms, separated only by a creek, came into conflict.",-1,3,negative,neutral
1270,"What started as a small misunderstanding finally exploded into an exchange of harsh words, followed by weeks of complete silence.",-1,3,negative,negative
1271,"One morning, the older brother heard a knock at his door.",0,3,neutral,neutral
1272,"I am looking for work, maybe you have some service for me.",0,3,neutral,neutral
1273,"I think I understand the situation, show me where the shovel and nails are.",0,2,neutral,neutral
1274,The older brother delivered the material and went to the city.,0,3,neutral,neutral
1275,"The man stayed there cutting, measuring, working all day long.",0,3,neutral,neutral
1276,"Instead of a fence, a bridge was built there, connecting the two banks of the creek.",0,3,neutral,positive
1277,It was a beautiful job.,1,3,positive,positive
1278,"Looking back at the bridge, he saw his brother approaching with open arms.",1,3,positive,positive
1279,"You really were a great friend building this bridge even after what I told you, suddenly, in a single impulse, the older brother ran towards the other and they hugged.",1,3,positive,positive
1280,The carpenter who did the work left with his toolbox.,0,2,neutral,neutral
1281,"Have you ever thought how much easier things would be if we stopped building fences and walls and started building bridges with our family, friends, co-workers and especially our enemies.",1,2,positive,positive
1282,"It's too good to love, and to be loved is even better.",1,3,positive,positive
1283,"I don't feel that love anymore, I don't feel pleasure, I can't even like myself anymore.",-1,3,negative,negative
1284,Sometimes I think about praying and talking to God.,0,2,neutral,neutral
1285,I have so many sins that I would have to be born twice to ask God for forgiveness and repent of them all.,-1,3,negative,negative
1286,"Even so, I keep making the same mistakes, as if something was pulling me, to the bottom of the well, to a dead end, I miss affection, getting ready, going out, having friends to talk to, I miss being someone , to be remembered, to be loved, I feel lost.",-1,3,negative,negative
1287,"The beauty of a woman is in her smile, in her personality, in her simplicity.",1,2,positive,positive
1288,The beauty of a woman is within her.,1,2,positive,positive
1289,"I'm proud of myself, even with all my flaws, problems and quirks, I'm satisfied with myself.",1,3,positive,positive
1290,"I'm strong, mature, and I learn from my mistakes.",1,3,positive,positive
1291,"Yeah, I'm proud of myself, because even with all the problems, I'm still here intact.",1,3,positive,positive
1292,I'm in love with my best friend.,1,2,positive,positive
1293,"I just know that I'm better now, and you know what surprised me the most, the fact that those words came from her.",1,3,positive,positive
1294,It was God using the mouth of a friend of mine to give me the message that he has something better for me.,1,3,positive,positive
1295,"Thanks for showing me through Leticia that he wasn't the guy for me, that in the future, something better awaits me.",1,3,positive,positive
1296,"I had already been getting several signs that it wasn't him, but I hadn't realized it, and only now after that, I stopped to look around me and saw that he's not my guy.",-1,2,negative,negative
1297,"I will find someone who really makes me happy, maybe God wants him to be just my friend, my best friend, that kindergarten friend, God has something better for me.",1,3,positive,positive
1298,"In love with the simple things that the world offers like the forest, the rain, the sun, the moon, the dew of the forest.",1,3,positive,positive
1299,"I'm like the river that runs in search of something, but doesn't know what, or when it will arrive.",0,3,neutral,neutral
1300,"I am always available to help my friends, my true friends and anyone in need.",1,3,positive,positive
1301,The graduation of my goddaughter was the most beautiful thing.,1,3,positive,positive
1302,"Congratulations Camilly Vitória, you went to elementary school, I love you so much goddaughter.",1,3,positive,positive
1303,"When I sleep at night I always dream of you, you are beautiful.",1,3,positive,positive
1304,"Despite the distance, there is still hope that I can see you, my eternal love.",1,3,positive,positive
1305,But it's only you that makes me feel good.,1,2,positive,positive
1306,"I don't care about this conversation, I only care about you.",0,2,neutral,neutral
1307,"Please explain to me, I never imagined being able to love like this.",1,2,positive,positive
1308,Last year I met a boy I stayed with him.,0,3,neutral,neutral
1309,"The only one who knows the answer is HE, therefore, reflect on your life and ask forgiveness for your sins, as the Bible teaches, do not judge your neighbor, so as not to be judged.",0,2,neutral,neutral
1310,"I have some plans in my mind, and there's a deadline for this to be accomplished.",0,3,neutral,neutral
1311,"I ask God to give me patience, because everything is a phase.",0,2,neutral,neutral
1312,"I am the only man who will always be faithful to you, the one who will never leave you.",1,3,positive,positive
1313,"I work miracles, you don't know, but I'm planning your future, and the plans I have for you will make you very happy.",1,3,positive,positive
1314,"I put it in your life, for you to learn what it is to love, and to know how to value true love, when it arrives.",0,2,neutral,positive
1315,Because I made your soul mate.,1,2,positive,positive
1316,"Yeah, the same way you loved her, I do, and I needed her here in heaven.",1,2,positive,negative
1317,"I made the world, I made love.",1,3,positive,positive
1318,"And before you were born, I had already written your story.",0,3,neutral,neutral
1319,"What happens today, I make up for tomorrow.",0,3,neutral,neutral
1320,"Yeah, not me, I'll never leave you, I never get tired of you, I never want your bad, I just want to hug you and see you happy.",1,3,positive,positive
1321,"I know you like nobody else, your heart is here in my hand, I can feel the beats.",0,3,neutral,positive
1322,"I love you, and I will never let you down.",1,3,positive,positive
1323,"I've always been very restricted to my masturbation life, let's agree, touching is wonderful, but nobody goes around telling and I had never mentioned this subject to a friend.",0,2,neutral,negative
1324,"Just like that, I was smiling at life, without wanting anything serious and he gradually won me over with a nice little conversation.",1,3,positive,positive
1325,"He always made proposals for the hottest webcam and I even got to stay in my bra and panties, but that was a good few months later.",0,2,neutral,negative
1326,"Not to mention that our messages lasted until dawn and always ended in the same subject, sex.",0,2,neutral,negative
1327,"He told me ""I'm sure we're never going to do these things we talked about, but that's okay"".",0,3,neutral,neutral
1328,"I meet him every Saturday, he lives two or three blocks from my condo and we have a few mutual friends.",0,3,neutral,neutral
1329,"Well moving on, we always scheduled a basic movie.",0,2,neutral,neutral
1330,"But it was in a week, very well planned by me, that our dream meeting finally took place.",1,3,positive,positive
1331,"I told my mother that I was going to have ice cream with some imaginary friends, the ice cream parlor is close to his house and a little far from mine, in the initial contract, he had proposed having an ice cream and the second part I had to choose.",0,2,neutral,neutral
1332,"Arriving at his house, I felt comfortable.",1,2,positive,positive
1333,He and I were studying a subject from his course.,0,3,neutral,neutral
1334,"We started kissing, he said cute things.",1,3,positive,positive
1335,"Then he started trying to play with my intimate area, trying to go over my shorts.",0,3,neutral,negative
1336,"He teased, which hurt a little because of the thick finger, but it was good.",1,3,positive,neutral
1337,We kissed more and he led me around the corner to my condo.,1,2,positive,positive
1338,I'm back to being happy and I'm laughing a lot at everything that happened.,1,3,positive,positive
1339,"I wanted to be a connoisseur of life, to understand my heart.",0,3,neutral,neutral
1340,"For it is with him that I breathe, that I dream, and in him that I keep my joys.",1,2,positive,positive
1341,"Those who love don't forget, those who love don't let it go.",0,2,neutral,positive
1342,He confides in me that you were the mouth he most liked to kiss.,1,3,positive,positive
1343,"Well, as my last post was in August, since then a lot of things have happened and all this time without posting anything was because my days were very busy so I'll try to keep a certain frequency here.",0,3,neutral,neutral
1344,"September wasn't anything interesting, I worked hard as usual and it was close to the end of the year.",0,2,neutral,neutral
1345,These last 3 months of the month are the period we work the most because we earn by commission.,0,3,neutral,neutral
1346,"I mean, I already knew her by sight, we spoke just for a hello.",0,3,neutral,neutral
1347,Then time passed and she would pass in front of the store where I work and we would look at each other.,0,3,neutral,neutral
1348,"Until that October, she sent me an invitation on Facebook and I added her.",0,2,neutral,neutral
1349,Then my friend came to tell me that she said I was handsome and asked if I had a girlfriend.,1,3,positive,positive
1350,I felt firmness on her side I saw interest that cheered me up.,1,3,positive,positive
1351,"Me kinda shy, she came over and gave me a hug and two kisses on the cheek.",1,2,positive,positive
1352,Right at that time I felt that warm body a good feeling and she was very beautiful.,1,3,positive,positive
1353,"We spent about 20 minutes talking before the movie started and the chat was good, she smiled, touched me, adjusted her blouse and hair, signs of her interest.",1,3,positive,positive
1354,"Something yummy, really yummy was kissing for the first time and it felt really good to me.",1,3,positive,positive
1355,"My desire was to take her breasts, her thigh, kiss her whole body, I was very excited.",1,3,positive,negative
1356,"She told me that I was a very special guy, that I knew how to treat women like a queen.",1,3,positive,positive
1357,But eventually I'll have to learn to live with it.,-1,2,negative,neutral
1358,"Because one thing is for sure, if it's not meant to be with you, it's going to be with someone who loves me and reciprocates.",0,2,neutral,negative
1359,"Today is my first day here, I'm loving it!",1,3,positive,positive
1360,I fell in love with a boy who is from this site.,1,2,positive,positive
1361,And that's how we met and became friends and really were friends with no interests in anything just friends.,1,2,positive,positive
1362,We stayed together for seven days and lived a beautiful movie love story. I still remember the 1st kiss facing the sea until we wrote our names on the trailer that was abandoned on the road.,1,3,positive,positive
1363,"We were together for 4 years and I loved him more than anything, he was the first in my life for everything, I couldn't do anything without him and we were always together.",1,3,positive,negative
1364,"After that day I changed I innovated my look I changed my wardrobe I finished my studies today I'm a psychologist and I help women like me, if I told you I forgot it wouldn't be true but I can remember everything without pain.",1,3,positive,positive
1365,"I met a new love we've been together for 3 years and we don't live a beautiful movie story but we love and respect each other we give up a lot to make it work, but we respect our limits and we grow together we're getting married in December.",1,3,positive,positive
1366,My mother advised one day that when I had a great love I should fight for it and that's what I did.,1,3,positive,positive
1367,Don't let your life pass you by write your story day after day you deserve to be happy you have to be happy don't give others powers they don't have,1,2,positive,positive
1368,"I know very well that I'll keep writing and he'll be watching, analyzing what I'm doing.",0,3,neutral,negative
1369,"The other times I came to write, it was to tell funny stories.",0,3,neutral,neutral
1370,"But as everything has its positive side, I believe that this experience will be useful for my next relationships.",1,2,positive,positive
1371,"I'm here posting this, I don't even know what it's for but let's go.",0,2,neutral,neutral
1372,"I woke up with Matheus calling me, then I did something when my mother arrived, I went to the computer, I went to Dani's house and that was it.",0,3,neutral,neutral
1373,Life takes so many turns.,0,3,neutral,neutral
1374,Today I woke up thinking that it was going to be just another day.,0,3,neutral,neutral
1375,"But I was also very happy and made a new friend, someone who seemed very special to me and who has a lot to teach me.",1,3,positive,positive
1376,We've been dating for 2 months now.,0,3,neutral,neutral
1377,"It was his birthday, and I wanted to do something different.",0,2,neutral,neutral
1378,"Me, a friend and his family, what a wonderful family, all playful, united, loving.",1,3,positive,positive
1379,"Between laughs, jokes, it was really cool.",1,3,positive,positive
1380,"He took me to his room, and it was really good there.",1,3,positive,positive
1381,It seems like it happened yesterday because I can smell him.,1,3,positive,negative
1382,We started with one of those super engaging kisses.,1,3,positive,positive
1383,"Between kisses, he started caressing me, I was ready to do that, and between kisses I got completely involved.",1,3,positive,positive
1384,"He caressed me with so much desire, with so much lust.",1,3,positive,negative
1385,"When penetrating me it was intense, it was pleasurable.",1,3,positive,negative
1386,"It was wonderful, I felt his footprint having sex, it was much more enjoyable.",1,3,positive,negative
1387,"Our union resulted in a beautiful little girl who is my life and is now 4 years old,",1,3,positive,positive
1388,"We didn't stay, we didn't even kiss, we had lunch together a few times we spoke on the phone and corresponded through messages and msn, it all started with a friendship.",0,3,neutral,neutral
1389,I spent the whole weekend making a video for my boyfriend for that day outside of the new underwear set I bought for today.,0,2,neutral,positive
1390,Sometimes I get the feeling that animals are slightly more intelligent than we humans are.,0,2,neutral,neutral
1391,We all have a duty to contemplate the light that exists in each one of us.,1,2,positive,positive
1392,"I'm glad for that, because we were meant to shine.",1,3,positive,positive
1393,"We are stars, we are our own light.",1,3,positive,positive
1394,"I keep thinking, what will it be like when I start college, get married, have kids.",0,3,neutral,neutral
1395,But the feeling of someone close by was enough for me.,1,2,positive,positive
1396,My life is full of joys and sorrows but I love living my life.,1,2,positive,neutral
1397,I went to my boyfriend's house today and he had gone to the market.,0,2,neutral,neutral
1398,So I ask that he be very happy wherever he may be prosperous there.,1,2,positive,positive
1399,"An old legend of the Sioux Indians tells that, once, Touro Bravo, the bravest and most honorable of all young warriors, and Nuvem Azul, the daughter of the chief, one of the most beautiful women of the tribe, arrived hand in hand, until the tent of the old sorcerer of the tribe.",1,2,positive,neutral
1400,"We love each other, and we're getting married.",1,3,positive,positive
1401,"And the old man moved to see them so young, so in love and so eager for a word.",1,3,positive,neutral
1402,"The young people embraced tenderly, and soon left to fulfill the recommended mission.",1,2,positive,neutral
1403,"On the established day, in front of the sorcerer's tent, the two waited with the birds in a bag.",0,3,neutral,neutral
1404,The old man asked them to carefully take them out of the bags and saw that they were truly beautiful specimens.,0,3,neutral,positive
1405,"I figured the best way to express myself, tell my wins and losses, the right and wrong things I've done, had to be on the computer.",0,3,neutral,neutral
1406,"I keep thinking I need to go to a psychologist, because he yes I know I can trust him because he keeps all that with him to have an income.",0,3,neutral,negative
1408,The love I feel for you is unconditional.,1,3,positive,positive
1409,"Of perfect nights of love, you made me see what love really is.",1,3,positive,positive
1410,"Always loved me when I needed it most, always supported me.",1,3,positive,positive
1411,"Luckily HE (boyfriend) called me, time went by very quickly, we talked a lot, we're fine now.",1,3,positive,positive
1412,"I tried to sleep on the porch, it was so nice, you know, looking at the moon.",1,3,positive,positive
1413,"And he calms me down, and now everything is getting better.",1,3,positive,positive
1414,"The Lord knows and searches my heart, he knows what I think, what I feel.",0,2,neutral,neutral
1415,"You know how much I love Diego, and that I would never do anything bad to him.",1,3,positive,positive
1416,"And I record this, God bless my mother-in-law, give her peace.",1,3,positive,positive
1417,I liked the dear diary is a very cool site people express their feelings.,1,3,positive,positive
1418,I'm 15 years old and I live in Rio and what I like most is being on the internet.,0,2,neutral,neutral
1420,"The medicine works, but the problem is that it has more than strong side effects.",-1,2,negative,negative
1421,"But that didn't stop me from getting a 10 on the math test which, let's face it, was super easy.",1,3,positive,positive
1422,Equations are really cool to do.,1,2,positive,positive
1423,"Carol and I are getting closer and closer, I love her.",1,3,positive,positive
1424,"Ju and Geovana became less bossy, which improved our relationship.",1,3,positive,positive
1425,I think I'm going to do a perm and release the curls that exist inside me!,0,2,neutral,positive
1426,"I've always been in love with curls, but I don't know why, I straightened my hair.",0,3,neutral,neutral
1427,"Tomorrow I'm going to buy my dress, but I don't know if it's going to be the one I said, because in addition to the dress, I still have to buy a pair of heels and a present.",0,3,neutral,neutral
1428,"It doesn't matter the price, what matters is that I look beautiful on the day.",1,3,positive,positive
1429,"I don't consider it a bad feeling, because it makes me hope in the midst of so much fighting.",1,2,positive,positive
1430,"He was my 3rd year Geography teacher, but he taught from August to December.",0,3,neutral,neutral
1431,"I kept watching him teach, dreaming, imagining things.",1,2,positive,neutral
1432,He started talking to me and stopped calling me by my name and started calling me by my nickname.,0,2,neutral,negative
1433,He was super sweet to me on msn and that kindled this platonic love in me even more.,1,3,positive,positive
1434,"I just didn't try anything with him, because he's engaged.",0,3,neutral,neutral
1435,Platonic love that fills my soul.,1,2,positive,positive
1436,"I need good dressings that are not eternal, after all nothing is forever, but that are not disposable.",0,3,neutral,neutral
1437,"Fellow and sincere healers, who really care about you.",1,2,positive,positive
1438,"I need you to love yourself too and promise that you'll try to take care of me more, I'm part of you.",1,2,positive,negative
1439,"Today I went to the school library, during Physical Education class, and I took a book.",0,3,neutral,neutral
1440,"I trusted Evellyn (my cousin) a lot, I told her things that only ME should know, I told her my secrets, I did things with her, I trusted her until the last moment.",0,2,neutral,negative
1441,"Tonight I start my book and I want to share it with you and it is logical to ask for those famous criticisms as usual, I need that critical eye that every good reader has.",0,3,neutral,neutral
1442,Thank you all in advance and I wish you a great night!,1,3,positive,positive
1443,"When a breeze caresses your skin, it will be my sigh to pass.",1,3,positive,positive
1444,"When the sea water calms you down, it will be my embrace that you will feel.",1,3,positive,positive
1445,"When a petal touches your face, it will be my hand sliding down your body.",1,3,positive,negative
1446,"When you feel the sweet taste of a drink, it will be my kiss that warms you up.",1,3,positive,positive
1447,"When the blood drains from your body, it will be my love going with you.",1,3,positive,negative
1448,"And when you finally cross the road, you will see the path that awaits you and your great love waiting for you.",1,3,positive,positive
1449,"I really don't regret anything, having sex with him because he made it worthwhile, he made me feel like never before, he did crazy things in bed with me.",1,3,positive,positive
1450,"Yesterday I went to a spiritist center for the first time, it was recommended by Letícia, a friend of mine who now lives in João Pessoa.",0,3,neutral,neutral
1451,"I believe in this ""things"", it may seem silly to some people, but for me it is not.",0,2,neutral,positive
1452,"I was here at home with a group of friends looking at some music on the internet, just us, my parents and my brother had gone out, I went to my room to get something.",0,3,neutral,neutral
1453,"Luana, my friend, took me to an evangelical service for the pastor to talk to me, I called my boyfriend at the time to go with me.",0,3,neutral,neutral
1454,"Everything was normal, I was anxious to see him, I went to his house after work, I took a shower and we went to bed.",0,2,neutral,neutral
1455,"We did everything a couple normally does, we flirted, we played, we laughed, and we played in a different way, we looked at each other, we smiled, we kissed and we smiled again.",1,3,positive,positive
1456,"We talked about a future, more present in us, marriage, about seeing some houses, imagining ourselves together forever, in our house, with our things our way and him imagining me pregnant!",1,3,positive,positive
1457,"In the end , we said goodbye , and we looked at each other as if our eyes were exchanging an "" I love you "" and I feel like that was it !",1,3,positive,positive
1458,"When you meet someone and that someone makes your heart stop working for a few seconds, pay attention: they may be the most important person in your life.",1,3,positive,positive
1459,I'm creating this page to vent to my own computer.,0,2,neutral,negative
1460,"At that moment I am busy with the tasks that the day demands of me, without inconveniences out of turn.",0,3,neutral,neutral
1461,I also bought pumpkin and went to the cashier.,0,3,neutral,neutral
1462,"In front of me there was that woman, who, unbelievably, was no longer carrying the same pumpkin, but half of it.",0,3,neutral,neutral
1463,On this Valentine's Day I really thought I was going to spend it with someone!,0,2,neutral,negative
1465,"and I lose thinking about his smile on how beautiful he is, on how he made me feel so special in a matter of minutes.",1,2,positive,positive
1466,"Marcelo is special and what I feel for him has not ended, it has only grown more and more.",1,3,positive,positive
1467,He was always by my side and what I wanted most is for him to be by my side every day.,1,3,positive,positive
1468,Passion is just a moment thing and liking is different from loving.,0,3,neutral,neutral
1469,I entered this forum and saw super nice and smart people.,1,3,positive,positive
1470,"While you are important to people, you are beautiful, you are cute, you are smart, you are sensual and if you go beyond everything you become love.",1,3,positive,positive
1471,The truth is you are smart.,0,2,neutral,positive
1472,"No one when they really love can forget this feeling that is above all, this feeling is true love.",1,2,positive,positive
1473,"Above all, guard your heart, for the waters of life flow from it.",0,3,neutral,positive
